,PLAYER,Pos,GP,G,A,PTS,PS,EV,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CAP HIT,exchange cap
0,Evgeni Malkin,C,82,35,78,113,12.6,19,14,2,4,51,27,0,290,12.1,1846,22:31,39,80,283,385,42.4,984200,740899.0
1,Alex Ovechkin,LW,79,56,54,110,14.5,36,19,1,10,27,27,0,528,10.6,1817,23:00,32,243,8,24,25.0,9538462,13187576.0
2,Sidney Crosby,C,77,33,70,103,11.1,26,7,0,3,36,33,1,238,13.9,1690,21:57,42,80,829,786,51.3,8700000,11967592.0
3,Pavel Datsyuk,C,81,32,65,97,11.5,20,11,1,3,39,25,1,248,12.9,1556,19:13,33,75,621,489,55.9,6700000,9057539.0
4,Zach Parise,LW,82,45,49,94,12.8,31,14,0,8,30,16,3,364,12.4,1538,18:45,17,65,54,66,45.0,3125000,3855820.0
5,Ryan Getzlaf,C,81,25,66,91,9.2,16,9,0,2,38,28,0,227,11.0,1631,20:08,43,134,566,562,50.2,5325000,7056878.0
6,Ilya Kovalchuk,LW,79,43,48,91,10.3,31,12,0,6,23,24,1,275,15.6,1723,21:48,15,43,5,9,35.7,6400000,8621031.0
7,Nicklas Bäckström,C,82,22,66,88,9.2,8,14,0,1,38,28,0,174,12.6,1635,19:57,46,52,570,601,48.7,850000,545634.0
8,Marc Savard,C,82,25,63,88,9.8,16,9,0,5,40,21,2,213,11.7,1602,19:32,19,24,635,641,49.8,5000000,6583994.0
9,Joe Thornton,C,82,25,61,86,9.5,14,11,0,3,37,24,0,139,18.0,1596,19:28,24,81,718,577,55.4,7200000,9785052.0
10,Jeff Carter,C,82,46,38,84,11.7,29,13,4,12,27,11,0,342,13.5,1718,20:57,53,54,833,892,48.3,5000000,6583994.0
11,Mike Cammalleri,LW,81,39,43,82,9.8,20,19,0,6,28,15,0,255,15.3,1422,17:33,18,21,217,143,60.3,3350000,4183201.0
12,Mike Richards,C,79,30,50,80,9.4,15,8,7,4,23,25,2,238,12.6,1717,21:44,90,147,813,847,49.0,5750000,7675264.0
13,Rick Nash,LW,78,40,39,79,10.1,29,6,5,5,25,13,1,263,15.2,1650,21:10,29,71,5,13,27.8,5400000,7166005.0
14,Alexander Semin,RW,62,34,45,79,10.7,26,8,0,8,21,22,2,223,15.2,1193,19:14,10,22,12,12,50.0,4600000,6001984.0
15,Mike Ribeiro,C,82,22,56,78,7.1,15,7,0,1,40,16,0,163,13.5,1718,20:57,28,117,563,677,45.4,5000000,6583994.0
16,Ray Whitney,LW,82,24,53,77,8.2,17,7,0,2,30,23,0,219,11.0,1510,18:25,26,27,2,2,50.0,3550000,4474206.0
17,Eric Staal,C,82,40,35,75,9.8,25,14,1,8,24,10,1,372,10.8,1726,21:03,37,61,718,868,45.3,4500000,5856481.0
18,Shane Doan,RW,82,31,42,73,8.3,21,10,0,4,25,15,2,230,13.5,1660,20:15,32,188,159,201,44.2,4550000,5929232.0
19,Mike Green,D,68,31,42,73,13.9,12,18,1,4,22,20,0,243,12.8,1752,25:46,110,86,0,0,,5250000,6947751.0
20,Jason Spezza,C,82,32,41,73,8.1,18,13,1,3,23,18,0,246,13.0,1615,19:41,22,26,787,690,53.3,7000000,9494047.0
21,Henrik Zetterberg,C,77,31,42,73,8.1,17,12,2,5,24,18,0,309,10.0,1531,19:53,31,54,624,546,53.3,2650000,3164682.0
22,Brad Boyes,RW,82,33,39,72,7.9,17,16,0,11,20,19,0,220,15.0,1570,19:08,20,49,155,160,49.2,4000000,5128968.0
23,Dany Heatley,LW,82,39,33,72,8.8,24,15,0,6,22,11,0,258,15.1,1649,20:07,24,87,14,16,46.7,7500000,10221560.0
24,Corey Perry,RW,78,32,40,72,8.5,22,10,0,8,26,14,0,283,11.3,1451,18:36,13,109,9,22,29.0,5325000,7056878.0
25,Patrick Marleau,LW,76,38,33,71,9.2,22,11,5,10,24,7,2,251,15.1,1623,21:21,23,98,310,281,52.5,6300000,8475529.0
26,Patrick Kane,RW,80,25,45,70,6.9,12,13,0,4,23,22,0,254,9.8,1493,18:40,9,19,13,18,41.9,875000,582010.0
27,Derek Roy,C,82,28,42,70,7.1,18,9,1,9,21,21,0,221,12.7,1738,21:12,44,41,745,724,50.7,4000000,5128968.0
28,Jamie Langenbrunner,RW,81,29,40,69,8.5,20,6,3,7,29,11,0,229,12.7,1466,18:06,28,88,10,15,40.0,2800000,3382936.0
29,Jonathan Toews,C,82,34,35,69,8.2,22,12,0,7,25,10,0,195,17.4,1527,18:38,26,43,704,583,54.7,850000,545634.0
30,Mikko Koivu,C,79,20,47,67,6.9,11,5,4,3,24,21,2,236,8.5,1697,21:29,36,45,857,768,52.7,3250000,4037698.0
31,Vincent Lecavalier,C,77,29,38,67,6.7,18,10,1,6,23,14,1,291,10.0,1559,20:15,29,110,710,684,50.9,6875000,9312169.0
32,Jason Pominville,RW,82,20,46,66,6.1,13,6,1,2,28,18,0,239,8.4,1620,19:46,50,44,25,42,37.3,1033333,812389.0
33,Devin Setoguchi,RW,81,31,34,65,8.4,20,11,0,3,22,12,0,246,12.6,1313,16:13,30,146,6,15,28.6,821667,504409.0
34,Andrei Markov,D,78,12,52,64,9.7,5,7,0,3,19,32,1,165,7.3,1921,24:38,111,61,0,0,,5750000,7675264.0
35,Thomas Vanek,LW,73,40,24,64,8.7,18,20,2,5,18,6,0,211,19.0,1255,17:12,27,34,1,5,16.7,7142857,9701908.0
36,Jason Blake,LW,78,25,38,63,6.2,19,5,1,5,24,13,1,302,8.3,1431,18:21,27,54,36,41,46.8,4000000,5128968.0
37,Loui Eriksson,LW,82,36,27,63,7.9,28,7,1,4,22,5,0,178,20.2,1626,19:50,51,31,2,9,18.2,1600000,1636904.0
38,Travis Zajac,C,82,20,42,62,7.0,14,5,1,2,29,10,3,185,10.8,1529,18:39,40,59,683,604,53.1,984200,740899.0
39,Alexei Ponikarovsky,LW,82,23,38,61,6.4,18,5,0,3,30,8,0,185,12.4,1294,15:47,53,104,6,5,54.5,2105000,2371693.0
40,Stephen Weiss,C,78,14,47,61,6.1,9,4,1,4,30,17,0,154,9.1,1389,17:48,52,30,650,627,50.9,3100000,3819444.0
41,David Booth,LW,72,31,29,60,7.7,20,11,0,5,23,5,1,246,12.6,1231,17:05,20,91,7,10,41.2,600000,181878.0
42,Brian Gionta,RW,81,20,40,60,6.3,14,3,3,1,31,8,1,248,8.1,1374,16:58,28,44,51,81,38.6,4000000,5128968.0
43,Scott Hartnell,LW,82,30,30,60,7.5,23,6,1,5,23,7,0,210,14.3,1460,17:48,36,104,18,18,50.0,4200000,5419973.0
44,Phil Kessel,RW,70,36,24,60,8.8,28,8,0,6,17,7,0,232,15.5,1159,16:34,16,6,42,45,48.3,850000,545634.0
45,Ryan Kesler,C,82,26,33,59,6.2,14,10,2,2,23,8,2,179,14.5,1596,19:28,70,70,524,445,54.1,1750000,1855158.0
46,Joe Pavelski,C,80,25,34,59,6.4,14,8,3,3,18,15,1,266,9.4,1517,18:58,74,82,718,556,56.4,1637500,1691468.0
47,Brian Rafalski,D,78,10,49,59,9.4,5,5,0,1,26,23,0,141,7.1,1808,23:10,64,31,0,0,,6000000,8039021.0
48,Ryan Smyth,LW,77,26,33,59,6.0,15,10,1,3,23,10,0,257,10.1,1562,20:17,31,46,89,85,51.1,6250000,8402777.0
49,Scott Gomez,C,77,16,42,58,5.3,12,3,1,7,28,14,0,271,5.9,1622,21:04,23,61,687,625,52.4,7357143,10013700.0
50,Nikolai Zherdev,RW,82,23,35,58,6.7,18,4,1,3,28,7,0,219,10.5,1380,16:50,15,49,1,10,9.1,2500000,2946428.0
51,Jason Arnott,C,65,33,24,57,7.5,24,9,0,5,16,8,0,196,16.8,1229,18:55,18,34,525,512,50.6,4500000,5856481.0
52,Dan Boyle,D,77,16,41,57,10.6,8,8,0,4,16,24,1,213,7.5,1908,24:46,95,51,0,1,0.0,6666666,9009037.0
53,Olli Jokinen,C,76,29,28,57,6.0,18,9,2,3,17,11,0,236,12.3,1435,18:53,23,72,413,539,43.4,5250000,6947751.0
54,Bobby Ryan,RW,64,31,26,57,7.8,19,12,0,3,15,11,0,174,17.8,988,15:26,10,78,6,7,46.2,821667,504409.0
55,Chris Drury,C,81,22,34,56,5.4,11,10,1,2,23,10,1,219,10.0,1640,20:15,90,42,603,580,51.0,7050000,9566798.0
56,Mark Streit,D,74,16,40,56,10.1,5,10,1,1,20,19,1,150,10.7,1866,25:13,113,114,0,0,,4100000,5274470.0
57,Matt Stajan,C,76,15,40,55,4.5,9,5,1,1,32,6,2,114,13.2,1287,16:56,46,112,598,564,51.5,1750000,1855158.0
58,David Backes,RW,82,31,23,54,6.6,23,6,2,1,17,5,1,208,14.9,1451,17:41,52,204,212,265,44.4,2500000,2946428.0
59,Tuomo Ruutu,LW,79,26,28,54,6.0,16,10,0,4,21,7,0,190,13.7,1447,18:19,44,228,19,18,51.4,2250000,2582671.0
60,Dustin Brown,RW,80,24,29,53,5.4,17,7,0,6,18,11,0,292,8.2,1552,19:24,22,285,25,29,46.3,3175000,3928571.0
61,Shawn Horcoff,C,80,17,36,53,4.3,9,8,0,2,23,13,0,178,9.6,1709,21:22,45,30,947,808,54.0,3600000,4546957.0
62,Chris Kunitz,LW,82,23,30,53,5.9,17,6,0,3,23,6,1,178,12.9,1348,16:26,25,207,13,14,48.1,3725000,4728835.0
63,Brooks Laich,C,82,23,30,53,5.3,13,9,1,3,14,15,1,185,12.4,1417,17:17,42,99,261,250,51.1,2066667,2315917.0
64,Michael Ryder,RW,74,27,26,53,7.4,17,10,0,7,19,7,0,185,14.6,1104,14:55,19,103,7,8,46.7,4000000,5128968.0
65,Sheldon Souray,D,81,23,30,53,9.4,10,12,1,5,19,11,0,268,8.6,2012,24:51,69,82,0,0,,5400000,7166005.0
66,Kris Versteeg,LW,78,22,31,53,5.8,12,6,4,3,18,10,3,139,15.8,1329,17:02,23,43,124,142,46.6,491667,24250.0
67,Shea Weber,D,81,23,30,53,10.5,12,10,1,4,20,9,1,251,9.2,1942,23:58,95,192,0,0,,4500000,5856481.0
68,Brian Campbell,D,82,7,45,52,7.8,3,4,0,1,25,20,0,108,6.5,1851,22:34,72,34,0,0,,7142875,9701934.0
69,Ryane Clowe,LW,71,22,30,52,5.9,11,11,0,1,17,13,0,161,13.7,1262,17:47,22,135,49,71,40.8,1600000,1636904.0
70,Rod Brind'Amour,C,80,16,35,51,3.6,9,6,1,1,16,18,1,135,11.9,1518,18:58,35,76,908,580,61.0,3600000,4546957.0
71,Alexandre Burrows,LW,82,28,23,51,6.6,24,0,4,3,22,0,1,175,16.0,1382,16:51,38,67,37,43,46.3,483333,12124.0
72,Niklas Kronwall,D,80,6,45,51,7.0,2,4,0,1,26,18,1,121,5.0,1832,22:54,106,94,1,0,100.0,3000000,3673941.0
73,Bryan Little,RW,79,31,20,51,5.8,19,12,0,4,12,8,0,172,18.0,1337,16:55,17,40,93,121,43.5,850000,545634.0
74,Martin Erat,RW,71,17,33,50,4.6,14,3,0,3,18,13,2,149,11.4,1318,18:34,17,36,11,27,28.9,4500000,5856481.0
75,Joffrey Lupul,RW,79,25,25,50,5.7,19,6,0,4,16,9,0,194,12.9,1239,15:41,38,79,10,11,47.6,2311667,2672399.0
76,David Perron,LW,81,15,35,50,5.6,11,4,0,3,24,11,0,161,9.3,1177,14:32,18,78,1,5,16.7,875000,582010.0
77,Dennis Wideman,D,79,13,37,50,10.5,6,6,1,2,18,19,0,169,7.7,1947,24:39,127,66,0,0,,3937500,5038029.0
78,Andrew Ladd,LW,82,15,34,49,5.4,15,0,0,2,32,1,1,195,7.7,1180,14:24,22,117,10,32,23.8,1550000,1564153.0
79,Jordan Staal,C,82,22,27,49,4.5,19,2,1,3,20,4,3,166,13.3,1627,19:51,55,156,567,639,47.0,850000,545634.0
80,Cory Stillman,LW,63,17,32,49,5.1,9,8,0,2,19,13,0,115,14.8,1045,16:35,20,67,11,19,36.7,3533333,4449955.0
81,Keith Tkachuk,LW,79,25,24,49,5.3,11,14,0,4,17,7,0,185,13.5,1340,16:57,23,122,472,446,51.4,4000000,5128968.0
82,Craig Conroy,C,82,12,36,48,4.7,11,0,1,1,35,0,1,104,11.5,1261,15:22,49,42,722,645,52.8,1050000,836640.0
83,Mikhail Grabovski,C,78,20,28,48,4.2,14,6,0,2,19,9,0,120,16.7,1265,16:13,30,45,418,524,44.4,850000,545634.0
84,Bill Guerin,RW,78,21,27,48,4.5,16,5,0,4,14,13,0,226,9.3,1300,16:40,29,72,30,34,46.9,4500000,5856481.0
85,Brad Richards,C,56,16,32,48,4.4,11,5,0,2,16,14,2,180,8.9,1147,20:29,22,11,461,450,50.6,7800000,10658068.0
86,Patrik Berglund,C,76,21,26,47,6.2,14,7,0,1,11,15,0,143,14.7,1119,14:43,14,58,215,325,39.8,821667,504409.0
87,Dave Bolland,C,81,19,28,47,5.1,15,2,2,4,25,1,2,111,17.1,1333,16:27,40,67,521,655,44.3,845833,539571.0
88,Tim Connolly,C,48,18,29,47,5.7,12,5,1,5,16,13,0,126,14.3,918,19:07,37,17,229,315,42.1,2900000,3528439.0
89,Dion Phaneuf,D,80,11,36,47,6.9,7,4,0,4,19,17,0,277,4.0,2122,26:32,85,157,0,0,,6500000,8766534.0
90,Jason Williams,RW,80,19,28,47,4.4,12,7,0,4,21,7,0,153,12.4,1269,15:51,32,45,284,334,46.0,2200000,2509920.0
91,Pierre-Marc Bouchard,LW,71,16,30,46,4.7,14,2,0,1,16,14,0,142,11.3,1205,16:59,12,7,11,8,57.9,4080000,5245370.0
92,Matthew Lombardi,C,69,14,32,46,4.6,12,1,1,2,25,7,0,177,7.9,1220,17:41,38,43,432,391,52.5,1816667,1952160.0
93,Steve Ott,C,64,19,27,46,4.8,14,5,0,0,20,7,0,132,14.4,1125,17:35,23,220,80,92,46.5,1425000,1382275.0
94,Steven Stamkos,C,79,23,23,46,4.5,14,9,0,1,15,8,0,181,12.7,1180,14:56,17,75,253,304,45.4,875000,582010.0
95,R.J. Umberger,C,82,26,20,46,4.5,17,9,0,2,17,2,1,234,11.1,1539,18:46,52,92,404,437,48.0,3750000,4765211.0
96,Michael Frolík,C,79,21,24,45,5.2,20,1,0,2,13,11,0,158,13.3,1170,14:48,24,46,27,40,40.3,850000,545634.0
97,Tom Gilbert,D,82,5,40,45,6.9,3,2,0,1,25,14,1,107,4.7,1802,21:58,136,47,0,0,,4000000,5128968.0
98,Nathan Horton,C,67,22,23,45,4.6,16,5,1,5,14,9,0,131,16.8,1196,17:51,14,95,377,486,43.7,4000000,5128968.0
99,Ryan Malone,LW,70,26,19,45,5.2,19,7,0,3,15,4,0,124,21.0,1243,17:45,23,173,14,33,29.8,4500000,5856481.0
100,Dominic Moore,C,81,13,32,45,3.3,8,4,1,1,27,5,0,165,7.9,1364,16:50,37,72,665,567,54.0,900000,618386.0
101,Drew Stafford,RW,79,20,25,45,4.8,11,9,0,0,17,8,0,183,10.9,1235,15:38,18,80,4,16,20.0,984200,740899.0
102,Ryan Suter,D,82,7,38,45,6.7,4,3,0,3,23,15,0,143,4.9,1989,24:16,93,87,0,0,,3500000,4401455.0
103,Blake Wheeler,RW,81,21,24,45,6.2,16,3,2,3,21,2,1,150,14.0,1109,13:41,26,47,13,21,38.2,875000,582010.0
104,Todd Bertuzzi,LW,66,15,29,44,3.3,9,6,0,4,19,10,0,127,11.8,1228,18:36,20,59,21,24,46.7,1950000,2146164.0
105,Duncan Keith,D,77,8,36,44,9.4,5,2,1,1,27,9,0,173,4.6,1969,25:34,92,40,0,0,,1475000,1455026.0
106,Andy McDonald,C,46,15,29,44,4.4,8,6,1,1,16,13,0,128,11.7,877,19:05,18,24,213,154,58.0,3333333,4158950.0
107,Antti Miettinen,RW,82,15,29,44,4.1,9,4,2,3,19,9,1,186,8.1,1499,18:17,27,69,28,32,46.7,2333333,2703923.0
108,Rich Peverley,C,66,15,29,44,4.8,12,2,1,5,23,5,1,117,12.8,1062,16:05,24,25,354,330,51.8,487500,18187.0
109,Patrick Sharp,C,61,26,18,44,5.4,17,9,0,4,8,9,1,184,14.1,1095,17:57,21,44,258,307,45.7,3900000,4983465.0
110,Lee Stempniak,RW,75,14,30,44,3.2,11,3,0,1,19,10,1,171,8.2,1240,16:32,37,107,4,9,30.8,2500000,2946428.0
111,Kevin Bieksa,D,72,11,32,43,6.7,6,5,0,2,10,20,2,153,7.2,1691,23:29,59,112,0,0,,3750000,4765211.0
112,Matt Cullen,C,69,22,21,43,5.3,16,4,2,2,15,3,3,139,15.8,1159,16:48,44,41,457,427,51.7,2875000,3492063.0
113,Patrick O'Sullivan,LW,81,16,27,43,3.7,13,2,1,1,20,7,0,259,6.2,1551,19:09,36,66,41,58,41.4,2925000,3564814.0
114,Kimmo Timonen,D,77,3,40,43,7.6,1,2,0,0,13,26,1,104,2.9,1888,24:31,164,65,0,2,0.0,6333333,8524029.0
115,Jay Bouwmeester,D,82,15,27,42,7.7,6,9,0,2,15,11,1,182,8.2,2213,26:59,128,115,0,0,,4875000,6402116.0
116,Erik Cole,LW,80,18,24,42,3.6,13,5,0,1,20,4,0,178,10.1,1409,17:37,43,180,20,29,40.8,4000000,5128968.0
117,Christian Ehrhoff,D,77,8,34,42,6.4,3,5,0,2,14,20,0,165,4.8,1635,21:14,90,79,0,0,,3100000,3819444.0
118,Niklas Hagman,LW,65,22,20,42,4.2,16,6,0,3,13,7,0,168,13.1,1110,17:05,24,22,0,1,0.0,3000000,3673941.0
119,Chuck Kobasew,RW,68,21,21,42,4.9,15,6,0,3,18,3,0,129,16.3,999,14:41,27,100,5,20,20.0,2333333,2703923.0
120,David Legwand,C,73,20,22,42,4.1,16,1,3,1,15,6,1,175,11.4,1419,19:27,23,25,509,514,49.8,4500000,5856481.0
121,Milan Lucic,LW,72,17,25,42,4.8,15,2,0,3,19,6,0,97,17.5,1076,14:57,32,259,5,4,55.6,618333,208553.0
122,Wojtek Wolski,LW,78,14,28,42,3.2,11,2,1,3,19,9,0,169,8.3,1434,18:23,41,55,248,267,48.2,2800000,3382936.0
123,Brandon Dubinsky,C,82,13,28,41,3.4,9,3,1,7,22,5,1,188,6.9,1364,16:38,24,251,466,404,53.6,633333,230378.0
124,Sam Gagner,C,76,16,25,41,3.4,10,6,0,1,20,5,0,156,10.3,1274,16:46,13,28,290,399,42.1,875000,582010.0
125,Andrei Kostitsyn,LW,74,23,18,41,4.5,17,6,0,2,9,9,0,169,13.6,1154,15:35,23,124,3,3,50.0,3250000,4037698.0
126,Jarret Stoll,C,74,18,23,41,4.2,8,10,0,1,11,12,0,155,11.6,1264,17:05,41,160,599,448,57.2,3600000,4546957.0
127,Alex Tanguay,LW,50,16,25,41,5.2,11,5,0,3,14,11,0,76,21.1,805,16:05,13,47,3,6,33.3,5250000,6947751.0
128,Antoine Vermette,C,79,16,25,41,3.5,12,3,1,1,16,9,0,174,9.2,1450,18:22,32,80,642,470,57.7,2762500,3328373.0
