Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
1,Martin St. Louis*,37,TBL,RW,48,17,43,60,0,14,6.3,14,3,0,2,26,17,0,112,15.2,1055,21:59,32,23,12,16,42.9,stlouma01
2,Steven Stamkos,22,TBL,C,48,29,28,57,-4,32,7.1,19,10,0,2,20,8,0,157,18.5,1057,22:01,17,63,406,413,49.6,stamkst01
3,Sidney Crosby,25,PIT,C,36,15,41,56,26,16,7.5,12,3,0,1,27,14,0,124,12.1,760,21:06,18,21,453,381,54.3,crosbsi01
4,Alex Ovechkin,27,WSH,RW,48,32,24,56,2,36,8.0,16,16,0,4,13,11,0,220,14.5,1002,20:53,18,120,0,1,0.0,ovechal01
5,Patrick Kane,24,CHI,RW,47,23,32,55,11,8,7.6,15,8,0,3,23,9,0,138,16.7,943,20:03,9,11,2,8,20.0,kanepa01
6,Eric Staal,28,CAR,C,48,18,35,53,5,54,6.4,14,3,1,4,29,6,0,152,11.8,1008,21:00,24,35,527,487,52.0,staaler01
7,Phil Kessel,25,TOR,RW,48,20,32,52,-3,18,6.2,14,6,0,4,17,15,0,161,12.4,951,19:49,23,16,5,3,62.5,kesseph01
8,Chris Kunitz,33,PIT,LW,48,22,30,52,30,39,7.8,13,9,0,5,23,7,0,113,19.5,865,18:01,13,104,4,5,44.4,kunitch01
9,Taylor Hall,21,EDM,LW,45,16,34,50,5,33,6.1,12,4,0,4,24,10,0,154,10.4,838,18:37,20,24,29,24,54.7,hallta02
10,Pavel Datsyuk,34,DET,C,47,15,34,49,21,14,6.5,7,8,0,6,23,8,3,107,14.0,949,20:11,30,31,488,399,55.0,datsypa01
11,Ryan Getzlaf,27,ANA,C,44,15,34,49,14,41,6.1,8,4,3,3,23,11,0,99,15.2,889,20:12,42,89,355,384,48.0,getzlry01
12,Mike Ribeiro,32,WSH,C,48,13,36,49,-4,53,5.1,7,6,0,1,15,21,0,63,20.6,856,17:50,29,55,226,279,44.8,ribeimi01
13,Nicklas Bäckström,25,WSH,C,48,8,40,48,8,20,4.8,5,3,0,1,25,15,0,82,9.8,955,19:54,35,31,432,408,51.4,backsni02
14,Claude Giroux,25,PHI,RW,48,13,35,48,-7,22,5.0,6,6,1,2,20,15,0,137,9.5,1016,21:10,29,57,644,538,54.5,giroucl01
15,Jonathan Toews,24,CHI,C,47,23,25,48,28,27,7.6,19,2,2,5,20,4,1,143,16.1,909,19:21,16,24,559,374,59.9,toewsjo01
16,Henrik Zetterberg,32,DET,C,46,11,37,48,2,18,5.2,5,4,2,5,18,19,0,173,6.4,944,20:31,10,20,263,281,48.3,zettehe01
17,John Tavares,22,NYI,C,48,28,19,47,-2,18,6.6,19,9,0,5,12,7,0,162,17.3,997,20:46,22,33,459,471,49.4,tavarjo01
18,Andrew Ladd,27,WPG,LW,48,18,28,46,10,22,5.9,15,3,0,4,25,3,0,121,14.9,945,19:41,26,98,29,25,53.7,laddan01
19,Jakub Voráček,23,PHI,RW,48,22,24,46,-7,35,6.1,14,8,0,3,15,9,0,129,17.1,827,17:14,12,20,2,3,40.0,voracja01
20,Henrik Sedin*,32,VAN,C,48,11,34,45,19,24,5.6,9,1,1,1,22,12,0,70,15.7,929,19:21,9,22,440,451,49.4,sedinhe01
21,Nazem Kadri,22,TOR,C,48,18,26,44,15,23,6.2,13,5,0,1,23,3,0,107,16.8,771,16:03,22,62,250,315,44.2,kadrina01
22,Matt Moulson,29,NYI,LW,47,15,29,44,-3,4,4.9,7,8,0,0,22,7,0,154,9.7,900,19:09,28,24,1,0,100.0,moulsma01
23,Alexander Semin,28,CAR,LW,44,13,31,44,14,46,5.4,9,4,0,1,25,5,1,150,8.7,921,20:57,21,14,5,16,23.8,seminal01
24,Derek Stepan,22,NYR,C,48,18,26,44,25,12,6.5,13,4,1,6,17,6,3,108,16.7,1004,20:55,28,52,448,529,45.9,stepade01
25,Matt Duchene,22,COL,C,47,17,26,43,-12,12,4.5,15,2,0,3,18,7,1,132,12.9,983,20:55,47,48,488,405,54.6,duchema01
26,P.A. Parenteau,29,COL,LW,48,18,25,43,-11,38,4.8,12,6,0,1,18,7,0,105,17.1,919,19:09,14,50,1,12,7.7,parenpi01
27,Anže Kopitar,25,LAK,C,47,10,32,42,14,16,4.8,10,0,0,1,16,16,0,98,10.2,963,20:29,25,70,473,415,53.3,kopitan01
28,Rick Nash,28,NYR,LW,44,21,21,42,16,26,6.4,17,3,1,3,15,6,0,176,11.9,879,19:58,25,46,5,7,41.7,nashri01
29,Thomas Vanek,29,BUF,LW,38,20,21,41,-1,20,5.5,10,9,1,2,16,5,0,119,16.8,699,18:24,4,13,8,4,66.7,vanekth01
30,Blake Wheeler,26,WPG,RW,48,19,22,41,-3,28,5.0,17,2,0,2,17,5,0,129,14.7,902,18:48,39,90,4,14,22.2,wheelbl01
31,Daniel Sedin*,32,VAN,LW,47,12,28,40,12,18,4.9,9,3,0,3,19,9,0,138,8.7,894,19:01,7,15,3,4,42.9,sedinda01
32,Joe Thornton,33,SJS,C,48,7,33,40,6,26,4.4,5,2,0,1,14,19,0,85,8.2,882,18:23,21,23,410,291,58.5,thornjo01
33,Max Pacioretty,24,MTL,LW,44,15,24,39,8,28,4.9,11,4,0,0,16,8,0,163,9.2,726,16:31,16,59,2,5,28.6,pacioma01
34,Pascal Dupuis,33,PIT,LW,48,20,18,38,31,26,6.1,17,2,1,2,17,1,0,140,14.3,840,17:30,36,83,27,30,47.4,dupuipa01
35,Sam Gagner,23,EDM,C,48,14,24,38,-6,23,4.0,10,4,0,1,11,11,2,113,12.4,932,19:25,22,35,325,416,43.9,gagnesa01
36,Kris Letang,25,PIT,D,35,5,33,38,16,8,6.3,4,1,0,1,21,12,0,95,5.3,897,25:38,59,45,0,0,,letankr01
37,Zach Parise,28,MIN,C,48,18,20,38,2,16,4.8,11,7,0,4,14,6,0,182,9.9,992,20:40,41,59,3,6,33.3,parisza01
38,P.K. Subban,23,MTL,D,42,11,27,38,12,57,7.1,4,7,0,0,8,19,0,126,8.7,976,23:15,49,51,0,0,,subbapk01
39,Jiří Tlustý,24,CAR,C,48,23,15,38,15,18,5.9,19,4,0,3,11,4,0,117,19.7,876,18:15,41,53,3,15,16.7,tlustji01
40,Logan Couture,23,SJS,C,48,21,16,37,7,4,5.7,14,7,0,5,10,5,1,151,13.9,869,18:06,51,32,252,237,51.5,coutulo01
41,Jordan Eberle,22,EDM,C,48,16,21,37,-4,16,4.2,13,3,0,3,15,6,0,133,12.0,912,19:00,16,31,8,11,42.1,eberljo01
42,Mikko Koivu,29,MIN,C,48,11,26,37,2,26,3.8,11,0,0,3,13,13,0,127,8.7,1013,21:06,18,47,524,447,54.0,koivumi01
43,Patrik Eliáš,36,NJD,LW,48,14,22,36,5,22,4.8,8,5,1,0,13,9,0,118,11.9,899,18:43,14,20,71,92,43.6,eliaspa01
44,Brad Marchand,24,BOS,C,45,18,18,36,23,27,5.7,12,4,2,5,18,0,0,91,19.8,763,16:58,20,38,6,6,50.0,marchbr03
45,James Neal,25,PIT,LW,40,21,15,36,5,26,5.2,12,9,0,6,8,7,0,136,15.4,699,17:28,17,56,1,5,16.7,nealja01
46,Corey Perry,27,ANA,RW,44,15,21,36,10,72,4.6,10,5,0,5,15,5,1,128,11.7,839,19:04,18,49,6,23,20.7,perryco01
47,Teddy Purcell,27,TBL,RW,48,11,25,36,-1,12,3.5,8,3,0,2,15,10,0,94,11.7,804,16:45,7,11,2,4,33.3,purcete01
48,Chris Stewart,25,STL,RW,48,18,18,36,0,40,4.9,12,6,0,3,12,6,0,97,18.6,759,15:49,13,41,8,19,29.6,stewach02
49,Brad Boyes,30,NYI,C,48,10,25,35,-6,16,3.2,9,1,0,1,13,12,0,97,10.3,874,18:13,20,44,4,12,25.0,boyesbr01
50,Tomáš Fleischmann,28,FLA,LW,48,12,23,35,-10,16,3.6,9,2,1,2,12,11,0,121,9.9,899,18:44,10,29,10,10,50.0,fleisto01
51,Jaromír Jágr,40,TOT,RW,45,16,19,35,-2,22,4.1,10,6,0,4,14,5,0,115,13.9,825,18:20,10,13,0,1,0.0,jagrja01
52,Michael Ryder,32,TOT,RW,46,16,19,35,2,16,4.4,8,8,0,5,10,9,0,101,15.8,738,16:03,16,35,3,6,33.3,rydermi01
53,Cody Hodgson,22,BUF,C,48,15,19,34,-4,20,3.7,11,3,1,1,16,2,1,114,13.2,883,18:24,24,21,380,432,46.8,hodgsco01
54,Jason Pominville,30,TOT,RW,47,14,20,34,1,8,3.7,11,2,1,2,13,7,0,118,11.9,948,20:11,35,21,51,54,48.6,pominja01
55,Brad Richards,32,NYR,C,46,11,23,34,8,14,4.0,8,3,0,1,17,6,0,110,10.0,865,18:49,43,25,391,382,50.6,richabr01
56,Jamie Benn,23,DAL,LW,41,12,21,33,-12,40,3.0,9,3,0,3,14,7,0,110,10.9,816,19:55,32,71,327,382,46.1,bennja01
57,Troy Brouwer,27,WSH,RW,47,19,14,33,-5,28,3.9,11,7,1,5,5,9,0,111,17.1,871,18:32,23,108,111,121,47.8,brouwtr01
58,Jeff Carter,28,LAK,C,48,26,7,33,0,16,5.2,18,8,0,8,5,2,0,133,19.5,844,17:35,23,25,202,182,52.6,carteje01
59,Jarome Iginla*,35,TOT,RW,44,14,19,33,-5,31,3.6,8,6,0,3,13,6,0,134,10.4,828,18:49,13,65,123,124,49.8,iginlja01
60,Evander Kane,21,WPG,C,48,17,16,33,-3,80,3.7,15,2,0,4,14,2,0,190,8.9,982,20:27,22,147,13,20,39.4,kaneev01
61,David Krejčí,26,BOS,C,47,10,23,33,1,20,3.4,10,0,0,5,16,7,0,93,10.8,870,18:30,27,41,361,293,55.2,krejcda01
62,Evgeni Malkin,26,PIT,C,31,9,24,33,5,36,3.7,5,4,0,3,10,14,0,99,9.1,611,19:42,11,12,195,218,47.2,malkiev01
63,Tomáš Plekanec,30,MTL,C,47,14,19,33,3,24,3.6,10,4,0,2,8,11,0,133,10.5,903,19:13,17,25,485,475,50.5,plekato01
64,Justin Williams,31,LAK,RW,48,11,22,33,15,22,4.2,10,1,0,3,17,5,0,142,7.7,816,16:59,12,29,2,4,33.3,williju01
65,Patrice Bergeron,27,BOS,C,42,10,22,32,24,18,4.3,8,2,0,3,19,2,1,125,8.0,810,19:18,25,28,549,335,62.1,bergepa01
66,Mike Cammalleri,30,CGY,C,44,13,19,32,-15,25,3.1,8,5,0,3,9,10,0,102,12.7,794,18:03,9,20,253,243,51.0,cammami01
67,Vincent Lecavalier,32,TBL,C,39,10,22,32,-5,29,3.0,5,5,0,0,18,4,0,86,11.6,697,17:53,13,74,404,338,54.4,lecavvi01
68,Bryan Little,25,WPG,C,48,7,25,32,8,4,3.0,5,2,0,2,21,3,1,84,8.3,950,19:48,19,32,431,411,51.2,littlbr01
69,Mike Richards,27,LAK,C,48,12,20,32,-8,42,3.3,6,6,0,3,11,9,0,82,14.6,785,16:21,19,58,216,225,49.0,richami02
70,Tyler Seguin,21,BOS,C,48,16,16,32,23,16,5.0,12,4,0,2,14,2,0,161,9.9,817,17:01,6,25,22,23,48.9,seguity01
71,Wayne Simmonds,24,PHI,RW,45,15,17,32,-7,82,3.9,9,6,0,4,7,10,0,110,13.6,704,15:38,16,72,2,1,66.7,simmowa01
72,Lee Stempniak,29,CGY,RW,47,9,23,32,2,12,3.3,5,4,0,2,17,2,4,113,8.0,842,17:54,17,47,3,20,13.0,stemple01
73,Ryan Suter,28,MIN,D,48,4,28,32,2,24,6.0,1,3,0,1,16,12,0,91,4.4,1309,27:17,74,33,0,0,,suterry01
74,James van Riemsdyk,23,TOR,LW,48,18,14,32,-7,26,3.6,13,5,0,3,13,1,0,140,12.9,922,19:12,15,55,24,19,55.8,vanrija01
75,Ryan Callahan,27,NYR,RW,45,16,15,31,9,12,4.1,8,6,2,4,12,2,1,144,11.1,968,21:31,66,154,14,16,46.7,callary01
76,Tyler Ennis,23,BUF,C,47,10,21,31,-14,16,2.5,8,2,0,0,9,12,0,108,9.3,840,17:53,25,28,158,219,41.9,ennisty01
77,Johan Franzén,33,DET,C,41,14,17,31,13,41,4.4,8,6,0,1,11,6,0,116,12.1,742,18:05,17,43,30,32,48.4,franzjo01
78,Marián Hossa*,34,CHI,RW,40,17,14,31,20,16,5.0,12,4,1,6,11,2,1,116,14.7,722,18:02,13,12,1,2,33.3,hossama01
79,Jonathan Huberdeau,19,FLA,C,48,14,17,31,-15,18,3.3,12,2,0,1,10,7,0,112,12.5,813,16:56,19,33,11,22,33.3,huberjo01
80,Ilya Kovalchuk,29,NJD,LW,37,11,20,31,-6,18,3.3,5,2,4,5,8,12,0,123,8.9,915,24:44,12,13,7,15,31.8,kovalil01
81,Patrick Marleau,33,SJS,C,48,17,14,31,-2,24,4.1,10,6,1,3,6,8,0,150,11.3,917,19:07,13,38,71,79,47.3,marlepa01
82,Joe Pavelski,28,SJS,C,48,16,15,31,2,10,4.2,11,5,0,5,8,6,1,130,12.3,908,18:55,44,48,342,318,51.8,paveljo01
83,Jordan Staal,24,CAR,C,48,10,21,31,-18,32,2.1,9,1,0,1,14,6,1,114,8.8,965,20:06,20,105,458,456,50.1,staaljo01
84,Nail Yakupov,19,EDM,RW,48,17,14,31,-4,24,4.0,11,6,0,2,10,4,0,81,21.0,699,14:34,14,41,0,6,0.0,yakupna01
85,Lars Eller,23,MTL,C,46,8,22,30,8,45,3.3,7,1,0,1,18,4,0,84,9.5,682,14:50,33,86,267,275,49.3,ellerla01
86,Andrei Markov,34,MTL,D,48,10,20,30,-9,14,4.5,2,8,0,4,5,15,0,79,12.7,1158,24:08,60,22,0,0,,markoan01
87,Vinny Prospal,37,CBJ,C,48,12,18,30,3,32,3.5,8,4,0,2,15,3,0,85,14.1,793,16:32,18,37,4,5,44.4,prospva01
88,Bobby Ryan,25,ANA,RW,46,11,19,30,3,17,3.3,9,2,0,1,15,4,0,101,10.9,763,16:35,29,80,25,56,30.9,ryanbo01
89,Keith Yandle,26,PHX,D,48,10,20,30,4,54,5.6,5,5,0,3,15,5,0,130,7.7,1068,22:15,40,18,0,0,,yandlke01
90,Derick Brassard,25,TOT,C,47,12,17,29,1,16,3.4,9,3,0,1,9,8,0,88,13.6,778,16:33,8,83,215,231,48.2,brassde01
91,Dustin Brown,28,LAK,RW,46,18,11,29,6,22,4.1,10,8,0,1,6,5,0,142,12.7,897,19:30,8,156,15,26,36.6,browndu01
92,Cory Conacher,23,TOT,LW,47,11,18,29,3,20,3.3,10,1,0,3,15,3,0,67,16.4,657,13:58,9,39,4,11,26.7,conacco01
93,Loui Eriksson,27,DAL,LW,48,12,17,29,-9,8,2.4,9,2,1,3,9,8,0,104,11.5,966,20:07,18,6,9,25,26.5,erikslo01
94,Cody Franson,25,TOR,D,45,4,25,29,4,8,4.6,1,3,0,0,15,10,0,70,5.7,845,18:47,59,124,0,0,,fransco01
95,Niklas Kronwall,32,DET,D,48,5,24,29,-5,44,4.8,3,2,0,2,10,14,0,67,7.5,1169,24:22,83,42,0,0,,kronwni01
96,Frans Nielsen,28,NYI,C,48,6,23,29,-3,12,2.3,3,2,1,1,15,8,0,93,6.5,865,18:01,47,23,268,290,48.0,nielsfr01
97,Kimmo Timonen,37,PHI,D,45,5,24,29,3,36,5.2,2,3,0,1,10,14,0,78,6.4,979,21:46,79,31,0,0,,timonki01
98,Kyle Turris,23,OTT,C,48,12,17,29,6,24,3.4,9,3,0,2,11,6,0,118,10.2,943,19:38,20,30,451,469,49.0,turriky01
99,Ray Whitney,40,DAL,LW,32,11,18,29,1,4,3.4,7,4,0,1,10,8,0,62,17.7,621,19:24,14,10,16,35,31.4,whitnra01
100,David Backes,28,STL,RW,48,6,22,28,5,62,2.6,5,1,0,1,17,4,1,100,6.0,941,19:37,41,158,477,435,52.3,backeda01
101,Tyler Bozak,26,TOR,C,46,12,16,28,-1,6,2.7,7,4,1,3,11,5,0,61,19.7,934,20:19,23,65,559,504,52.6,bozakty01
102,Dustin Byfuglien,27,WPG,D,43,8,20,28,-1,34,4.7,4,4,0,2,14,6,0,142,5.6,1049,24:24,47,80,0,0,,byfugdu01
103,David Desharnais,26,MTL,C,48,10,18,28,-2,26,2.6,8,2,0,3,13,5,0,66,15.2,790,16:28,18,26,382,382,50.0,deshada01
104,Brendan Gallagher,20,MTL,RW,44,15,13,28,10,33,4.0,12,3,0,3,12,1,0,117,12.8,610,13:52,33,44,8,17,32.0,gallabr01
105,Dion Phaneuf,27,TOR,D,48,9,19,28,-4,65,4.6,6,3,0,1,6,13,0,88,10.2,1209,25:11,91,131,0,0,,phanedi01
106,Derek Roy,29,TOT,C,42,7,21,28,4,6,2.7,5,2,0,1,14,6,1,85,8.2,781,18:36,30,15,295,352,45.6,royde01
107,Radim Vrbata,31,PHX,RW,34,12,16,28,6,14,3.6,9,2,1,1,6,10,0,106,11.3,623,18:19,14,26,10,22,31.3,vrbatra01
108,Shea Weber,27,NSH,D,48,9,19,28,-2,48,5.3,6,3,0,1,10,9,0,124,7.3,1244,25:55,90,112,0,0,,webersh01
109,Brian Campbell,33,FLA,D,48,8,19,27,-22,12,3.9,2,6,0,2,8,11,0,70,11.4,1268,26:25,65,14,0,0,,campbbr02
110,Matt Cullen,36,MIN,C,42,7,20,27,9,10,3.1,7,0,0,0,16,4,0,79,8.9,667,15:53,18,18,245,203,54.7,cullema01
111,Shane Doan,36,PHX,RW,48,13,14,27,6,37,3.1,13,0,0,2,11,3,0,129,10.1,867,18:03,10,118,4,11,26.7,doansh01
112,Marián Gáborík,30,TOT,RW,47,12,15,27,-3,14,2.9,11,1,0,5,7,8,0,151,7.9,870,18:31,18,21,1,2,33.3,gaborma01
113,Alex Galchenyuk,18,MTL,C,48,9,18,27,14,20,3.5,9,0,0,2,17,1,0,79,11.4,591,12:19,25,23,59,79,42.8,galchal01
114,Alex Goligoski,27,DAL,D,47,3,24,27,4,18,4.4,3,0,0,0,12,11,1,80,3.8,1052,22:23,66,56,0,0,,goligal01
115,Sergei Gonchar,38,OTT,D,45,3,24,27,4,26,5.3,1,2,0,3,14,10,0,85,3.5,1080,24:00,65,25,0,0,,gonchse01
116,Jannik Hansen,26,VAN,LW,47,10,17,27,12,8,3.3,9,1,0,2,15,2,0,99,10.1,825,17:33,10,55,3,28,9.7,hanseja01
117,Jiří Hudler,29,CGY,C,42,10,17,27,-13,22,2.4,5,5,0,0,14,3,0,56,17.9,721,17:10,5,16,10,21,32.3,hudleji01
118,Duncan Keith,29,CHI,D,47,3,24,27,16,31,5.5,1,2,0,0,15,8,1,91,3.3,1133,24:07,66,19,0,0,,keithdu01
119,Saku Koivu,38,ANA,C,47,8,19,27,4,18,2.6,4,4,0,0,15,4,0,55,14.5,827,17:36,15,31,437,414,51.4,koivusa01
120,Tomáš Kopecký,30,FLA,RW,47,15,12,27,-8,28,3.3,10,4,1,0,7,5,0,92,16.3,831,17:41,25,23,42,44,48.8,kopecto01
121,Mark Letestu,27,CBJ,C,46,13,14,27,7,10,3.5,8,3,2,2,12,2,0,92,14.1,760,16:31,12,36,244,243,50.1,letesma01
122,Milan Lucic,24,BOS,LW,46,7,20,27,8,75,2.8,7,0,0,0,18,2,0,79,8.9,778,16:55,16,139,17,18,48.6,lucicmi01
123,Brandon Saad,20,CHI,LW,46,10,17,27,17,12,3.5,9,0,1,2,14,3,0,98,10.2,757,16:28,12,41,17,29,37.0,saadbr01
124,Justin Schultz,22,EDM,D,48,8,19,27,-17,8,3.5,4,4,0,3,8,11,0,85,9.4,1030,21:27,35,15,0,1,0.0,schulju01
125,Devin Setoguchi,26,MIN,RW,48,13,14,27,5,20,3.6,8,5,0,3,13,1,0,97,13.4,693,14:26,19,92,7,10,41.2,setogde01
126,Alexander Steen,28,STL,C,40,8,19,27,5,14,3.0,5,3,0,3,13,6,0,129,6.2,760,19:00,22,28,94,110,46.1,steenal01
127,Mark Streit,35,NYI,D,48,6,21,27,-14,22,3.4,3,3,0,1,13,8,0,83,7.2,1121,23:21,86,34,0,0,,streima01
128,Alex Tanguay,33,CGY,LW,40,11,16,27,-13,22,2.4,8,2,1,1,9,7,0,44,25.0,774,19:22,28,24,68,105,39.3,tangual01
129,Daniel Alfredsson*,40,OTT,RW,47,10,16,26,1,33,2.7,7,3,0,2,7,8,1,101,9.9,909,19:21,30,28,16,22,42.1,alfreda01
130,Damien Brunner,26,DET,C,44,12,14,26,-6,12,2.9,9,3,0,1,7,7,0,123,9.8,686,15:35,2,20,2,3,40.0,brunnda01
131,Mikkel Bødker,23,PHX,LW,48,7,19,26,0,12,2.0,4,3,0,2,15,4,0,83,8.4,887,18:29,17,77,1,10,9.1,boedkmi01
132,Brian Gionta,34,MTL,RW,48,14,12,26,3,8,2.9,9,5,0,3,10,2,0,112,12.5,870,18:07,23,37,14,28,33.3,giontbr01
133,Curtis Glencross,30,CGY,LW,40,15,11,26,-8,18,3.0,11,3,1,3,8,3,0,92,16.3,729,18:14,14,49,20,26,43.5,glenccu01
134,Mike Green,27,WSH,D,35,12,14,26,-3,20,4.5,8,4,0,2,4,10,0,96,12.5,870,24:51,61,36,0,0,,greenmi03
135,Brayden Schenn,21,PHI,C,47,8,18,26,-8,24,2.3,6,2,0,0,10,8,0,79,10.1,730,15:32,22,109,206,247,45.5,schenbr01
136,Patrik Berglund,24,STL,C,48,17,8,25,-2,12,3.4,10,5,2,3,7,1,0,74,23.0,808,16:50,24,53,279,324,46.3,berglpa01
137,David Legwand,32,NSH,C,48,12,13,25,-6,20,2.4,10,2,0,2,11,2,0,78,15.4,884,18:26,20,20,362,359,50.2,legwada01
138,Brenden Morrow,34,TOT,LW,44,12,13,25,-3,37,2.8,10,2,0,2,11,2,0,55,21.8,654,14:52,20,85,13,11,54.2,morrobr01
139,David Perron,24,STL,LW,48,10,15,25,0,44,2.6,8,2,0,2,11,4,0,84,11.9,864,18:00,11,48,8,14,36.4,perroda01
140,Slava Voynov,23,LAK,D,48,6,19,25,5,14,5.1,5,1,0,2,12,7,0,79,7.6,1071,22:18,48,83,2,0,100.0,voynovi01
141,François Beauchemin,32,ANA,D,48,6,18,24,19,22,5.8,5,1,0,0,11,7,0,74,8.1,1126,23:27,111,81,0,0,,beaucfr01
142,Alexandre Burrows,31,VAN,LW,47,13,11,24,15,54,3.4,12,1,0,2,9,2,0,140,9.3,889,18:54,15,52,48,60,44.4,burroal01
143,David Clarkson,28,NJD,RW,48,15,9,24,-6,78,3.1,9,6,0,5,7,2,0,180,8.3,844,17:36,6,84,6,19,24.0,clarkda03
144,Cody Eakin,21,DAL,C,48,7,17,24,1,31,2.2,4,3,0,1,17,0,0,67,10.4,724,15:05,29,71,304,322,48.6,eakinco01
145,Oliver Ekman-Larsson,21,PHX,D,48,3,21,24,5,26,4.3,3,0,0,1,13,8,0,101,3.0,1205,25:06,40,73,0,0,,ekmanol01
146,Martin Erat,31,TOT,LW,45,5,19,24,-7,30,1.6,4,1,0,2,12,7,0,69,7.2,806,17:55,12,48,32,30,51.6,eratma01
147,Carl Hagelin,24,NYR,LW,48,10,14,24,10,18,2.9,9,1,0,1,14,0,0,132,7.6,831,17:18,28,49,7,10,41.2,hagelca01
148,Dan Hamhuis,30,VAN,D,47,4,20,24,9,12,5.0,3,0,1,0,14,6,0,61,6.6,1099,23:23,63,47,0,0,,hamhuda01
149,Ryan Nugent-Hopkins,19,EDM,C,40,4,20,24,3,8,2.0,2,2,0,0,11,9,0,78,5.1,755,18:52,27,27,226,325,41.0,nugenry01
150,Kyle Okposo,24,NYI,RW,48,4,20,24,-2,38,1.6,4,0,0,0,17,3,0,101,4.0,814,16:57,21,48,104,82,55.9,okposky01
151,Steve Ott,30,BUF,C,48,9,15,24,3,93,2.2,7,2,0,3,12,1,2,73,12.3,891,18:33,21,187,298,237,55.7,ottst01
152,Alex Pietrangelo,23,STL,D,47,5,19,24,0,10,4.9,3,2,0,0,14,4,1,93,5.4,1180,25:07,101,24,0,0,,pietral01
153,Matt Read,26,PHI,RW,42,11,13,24,1,2,2.8,10,1,0,2,11,2,0,72,15.3,757,18:01,32,49,14,34,29.2,readma01
154,Teemu Selänne*,42,ANA,RW,46,12,12,24,-10,28,2.3,9,3,0,1,8,4,0,96,12.5,722,15:42,10,8,85,83,50.6,selante01
155,Jeff Skinner,20,CAR,RW,42,13,11,24,-21,26,1.9,8,5,0,0,7,4,0,159,8.2,775,18:28,11,21,21,23,47.7,skinnje01
156,Paul Stastny,27,COL,C,40,9,15,24,-7,14,2.1,7,2,0,1,7,8,0,87,10.3,774,19:21,29,21,409,372,52.4,stastpa01
